,Sample,Date,Time,Counted.by.,Site,Weather,DO..mg.L.,Saturation....,Temperature..â..C.,Volume.Filtered..ml.,Frames.counted,Volume.counted,Species,Classification,Cells.Counted,Cells.L
1105,995,2019/03/28,09:15:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Ceratium fusus,Dinoflagellate,4,1000
1106,996,2019/03/28,10:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Ceratium fusus,Dinoflagellate,4,1000
1107,997,2019/03/28,10:00:00,Pertunia,After Drumfilter,,,NA,NA,NA,20,NA,Ceratium fusus,Dinoflagellate,3,750
1108,998,2019/03/28,11:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Ceratium fusus,Dinoflagellate,8,2000
1109,1004,2019/03/28,15:00:00,Jamie,Primary sump,,,NA,NA,NA,20,NA,Ceratium fusus,Dinoflagellate,1,250
1110,1006,2019/03/28,16:00:00,Lorna,After Drumfilter,,,NA,NA,NA,20,NA,Ceratium fusus,Dinoflagellate,10,2500
1111,1008,2019/03/28,17:00:00,Sarah,After Drumfilter,,,NA,NA,NA,20,NA,Ceratium fusus,Dinoflagellate,7,1750
1112,1020,2019/03/29,07:40:00,Pertunia,Primary sump,,,NA,14,NA,20,NA,Ceratium fusus,Dinoflagellate,1,250
1113,1021,2019/03/29,07:40:00,Pertunia,After Drumfilter,,,NA,15,NA,20,NA,Ceratium fusus,Dinoflagellate,3,750
1114,1022,2019/03/29,09:30:00,Pertunia,Primary sump,,,NA,14,NA,20,NA,Ceratium fusus,Dinoflagellate,4,1000
1115,1023,2019/03/29,09:30:00,Pertunia,After Drumfilter,,,NA,NA,NA,20,NA,Ceratium fusus,Dinoflagellate,4,1000
1116,1024,2019/03/29,11:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Ceratium fusus,Dinoflagellate,1,250
1117,1025,2019/03/29,11:00:00,Lorna,After Drumfilter,,,NA,NA,NA,20,NA,Ceratium fusus,Dinoflagellate,2,500
1118,1025,2019/03/29,11:00:00,Lorna,After Drumfilter,,,NA,NA,NA,20,NA,Ceratium fusus,Dinoflagellate,5,1250
1119,1026,2019/03/29,12:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Ceratium fusus,Dinoflagellate,2,500
1120,1027,2019/03/29,12:00:00,Lorna,After Drumfilter,,,NA,NA,NA,20,NA,Ceratium fusus,Dinoflagellate,4,1000
1121,1043,2019/03/30,07:30:00,Lorna,After Drumfilter,,,NA,NA,NA,20,NA,Ceratium fusus,Dinoflagellate,108,27000
1122,1055,2019/03/30,13:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Ceratium fusus,Dinoflagellate,7,1750
1123,1109,2019/04/02,19:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Ceratium fusus,Dinoflagellate,4,1000
1124,1110,2019/04/02,19:00:00,Pertunia,After Drumfilter,,,NA,NA,NA,20,NA,Ceratium fusus,Dinoflagellate,1,250
1125,1111,2019/04/02,20:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Ceratium fusus,Dinoflagellate,5,1250
1126,1116,2019/04/03,07:40:00,Lorna,After Drumfilter,,7.3,84.7,12.5,NA,20,NA,Ceratium fusus,Dinoflagellate,1,250
1127,1118,2019/04/03,11:00:00,Lorna,After Drumfilter,,,NA,NA,NA,20,NA,Ceratium fusus,Dinoflagellate,2,500
1128,1120,2019/04/03,14:00:00,Lorna,After Drumfilter,,,NA,NA,NA,20,NA,Ceratium fusus,Dinoflagellate,5,1250
1129,1121,2019/04/03,17:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Ceratium fusus,Dinoflagellate,34,8500
1140,1136,2019/04/05,08:30:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Ceratium fusus,Dinoflagellate,3,750
1141,1137,2019/04/05,08:30:00,Pertunia,After Drumfilter,,,NA,NA,NA,20,NA,Ceratium fusus,Dinoflagellate,1,250
1142,1138,2019/04/06,08:00:00,Pertunia,Primary sump,,7.84,92.4,13.3,NA,20,NA,Ceratium fusus,Dinoflagellate,17,4250
1144,1140,2019/04/06,18:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Ceratium fusus,Dinoflagellate,3,750
1145,1141,2019/04/07,08:00:00,Pertunia,Primary sump,,8.05,93.3,12.1,NA,20,NA,Ceratium fusus,Dinoflagellate,17,4250
1147,1144,2019/04/08,16:00:00,Pertunia,Primary sump,,8.2,97.3,13.5,NA,20,NA,Ceratium fusus,Dinoflagellate,97,24250
1151,1147,2019/04/09,12:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Ceratium fusus,Dinoflagellate,2,500
1152,1148,2019/04/09,16:10:00 AM,Pertunia,Primary sump,,8.73,104,13.5,NA,20,NA,Ceratium fusus,Dinoflagellate,71,17750
1153,1149,2019/04/10,07:35:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Ceratium fusus,Dinoflagellate,16,4000
1155,1158,2019/04/13,12:10:00,Sarah,Primary sump,,,NA,NA,NA,20,NA,Ceratium fusus,Dinoflagellate,46,11500
1156,1159,2019/04/14,07:30:00,Sarah,Primary sump,,,NA,NA,NA,20,NA,Ceratium fusus,Dinoflagellate,110,27500
1157,1160,2019/04/14,07:30:00,Sarah,After Drumfilter,,,NA,NA,NA,20,NA,Ceratium fusus,Dinoflagellate,95,23750
1158,1161,2019/04/14,12:20:00,Sarah,Primary sump,,,NA,NA,NA,20,NA,Ceratium fusus,Dinoflagellate,73,18250
1161,1171,2019/04/17,20:30:00,Sarah,Primary sump,,9.99,103,16.2,NA,20,NA,Ceratium fusus,Dinoflagellate,11,2750
1162,1172,2019/04/17,20:30:00,Sarah,After Drumfilter,,9.39,95,15.4,NA,20,NA,Ceratium fusus,Dinoflagellate,8,2000
1163,1173,2019/04/18,07:45:00,Sarah,Primary sump,,10.2,101,15.2,NA,20,NA,Ceratium fusus,Dinoflagellate,9,2250
1164,1174,2019/04/18,07:45:00,Sarah,After Drumfilter,,9.96,97.1,14,NA,20,NA,Ceratium fusus,Dinoflagellate,7,1750
1165,1175,2019/04/19,07:45:00,Share,Primary sump,,9.29,92.6,15.2,NA,20,NA,Ceratium fusus,Dinoflagellate,8,2000
1166,1176,2019/04/19,09:55:00,Share,Primary sump,,,NA,NA,NA,20,NA,Ceratium fusus,Dinoflagellate,4,1000
1167,1177,2019/04/19,15:30:00,Share,Primary sump,,,NA,NA,NA,20,NA,Ceratium fusus,Dinoflagellate,0,0
1168,1186,2019/04/30,09:30:00,Pertunia,Primary sump,,8.62,88.1,13.7,NA,20,NA,Ceratium fusus,Dinoflagellate,2,500
1169,1188,2019/05/03,09:00:00,Pertunia,Primary sump,,10.39,102.5,14.7,NA,20,NA,Ceratium fusus,Dinoflagellate,4,1000
1170,1190,2019/05/09,11:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Ceratium fusus,Dinoflagellate,2,500
1171,1191,2019/05/10,09:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Ceratium fusus,Dinoflagellate,1,250
1172,1193,2019/05/21,11:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Ceratium fusus,Dinoflagellate,2,500
1173,1196,2019/05/28,11:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Ceratium fusus,Dinoflagellate,3,750
1193,1313,2019/11/20,15:00:00,Pertunia,Primary sump,,9.55,97.8,16.8,NA,20,NA,Ceratium horridum,Dinoflagellate,1,250
1200,NA,2018/10/30,08:00,Nuette,Primary sump,,,NA,NA,5000,20,0.004,Ceratium sp.,Dinoflagellate,2,100
1201,NA,2018/11/01,08:00,Nuette,Primary sump,,,NA,NA,5000,20,0.004,Ceratium sp.,Dinoflagellate,1,50
1202,NA,2018/11/05,08:00,Pertunia,Primary sump,,,NA,NA,5000,20,0.004,Ceratium sp.,Dinoflagellate,2,100
1203,NA,2018/11/06,08:00,Pertunia,Primary sump,,,NA,NA,5000,20,0.004,Ceratium sp.,Dinoflagellate,3,150
1204,NA,2018/11/07,08:00,Pertunia,Primary sump,,,NA,NA,5000,20,0.004,Ceratium sp.,Dinoflagellate,8,400
1205,NA,2018/11/08,08:00,Pertunia,Primary sump,,,NA,NA,5000,20,0.004,Ceratium sp.,Dinoflagellate,19,950
1206,NA,2018/11/12,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Ceratium sp.,Dinoflagellate,2,100
1207,NA,2018/11/14,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Ceratium sp.,Dinoflagellate,4,200
1208,NA,2018/11/15,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Ceratium sp.,Dinoflagellate,2,100
1209,NA,2018/11/16,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Ceratium sp.,Dinoflagellate,17,850
1210,NA,2018/11/19,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Ceratium sp.,Dinoflagellate,4,200
1211,NA,2018/11/20,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Ceratium sp.,Dinoflagellate,7,350
1212,NA,2018/11/21,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Ceratium sp.,Dinoflagellate,11,550
1213,NA,2018/11/22,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Ceratium sp.,Dinoflagellate,7,350
1214,NA,2018/11/23,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Ceratium sp.,Dinoflagellate,2,100
1215,NA,2018/11/26,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Ceratium sp.,Dinoflagellate,8,400
1216,NA,2018/11/27,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Ceratium sp.,Dinoflagellate,3,150
1217,NA,2018/11/28,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Ceratium sp.,Dinoflagellate,5,250
1218,NA,2018/11/29,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Ceratium sp.,Dinoflagellate,3,150
1219,NA,2018/12/03,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Ceratium sp.,Dinoflagellate,1,50
1220,NA,2018/12/04,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Ceratium sp.,Dinoflagellate,18,900
1221,NA,2018/12/05,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Ceratium sp.,Dinoflagellate,7,350
1222,NA,2018/12/06,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Ceratium sp.,Dinoflagellate,6,300
1223,NA,2018/12/10,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Ceratium sp.,Dinoflagellate,4,200
1224,NA,2018/12/11,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Ceratium sp.,Dinoflagellate,6,300
1225,NA,2018/12/12,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Ceratium sp.,Dinoflagellate,4,200
1226,NA,2018/12/13,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Ceratium sp.,Dinoflagellate,10,500
1227,NA,2018/12/14,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Ceratium sp.,Dinoflagellate,6,300
1228,2,2019/01/02,16:21:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Ceratium sp.,Dinoflagellate,2,100
1229,34,2019/01/31,08:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Ceratium sp.,Dinoflagellate,1,50
1258,NA,2018/12/18,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Ceratium tripos,Dinoflagellate,1,50
1259,NA,2018/12/19,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Ceratium tripos,Dinoflagellate,1,50
1260,NA,2018/12/22,15:40,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Ceratium tripos,Dinoflagellate,1,50
1261,NA,2018/12/23,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Ceratium tripos,Dinoflagellate,1,50
1262,NA,2018/12/23,15:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Ceratium tripos,Dinoflagellate,1,50
1263,NA,2018/12/24,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Ceratium tripos,Dinoflagellate,1,50
1264,NA,2018/12/25,13:41,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Ceratium tripos,Dinoflagellate,1,50
1265,NA,2018/12/26,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Ceratium tripos,Dinoflagellate,1,50
1266,NA,2018/12/26,13:39,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Ceratium tripos,Dinoflagellate,1,50
1267,NA,2018/12/27,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Ceratium tripos,Dinoflagellate,1,50
1268,1,2019/01/02,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Ceratium tripos,Dinoflagellate,1,50
1269,10,2019/01/11,12:24:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Ceratium tripos,Dinoflagellate,3,150
1270,11,2019/01/14,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Ceratium tripos,Dinoflagellate,3,150
1271,12,2019/01/15,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Ceratium tripos,Dinoflagellate,2,100
1272,18,2019/01/23,08:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Ceratium tripos,Dinoflagellate,2,100
1273,19,2019/01/24,08:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Ceratium tripos,Dinoflagellate,1,50
1274,20,2019/01/24,15:09:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Ceratium tripos,Dinoflagellate,7,350
1275,21,2019/01/25,08:16:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Ceratium tripos,Dinoflagellate,2,100
1276,22,2019/01/25,10:41:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Ceratium tripos,Dinoflagellate,2,100
1277,23,2019/01/25,12:23:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Ceratium tripos,Dinoflagellate,1,50
1278,27,2019/01/27,08:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Ceratium tripos,Dinoflagellate,1,50
1279,28,2019/01/27,14:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Ceratium tripos,Dinoflagellate,1,50
1280,31,2019/01/29,08:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Ceratium tripos,Dinoflagellate,1,50
1281,32,2019/01/30,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Ceratium tripos,Dinoflagellate,1,50
1282,35,2019/01/31,13:30:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Ceratium tripos,Dinoflagellate,3,150
1283,36,2019/01/31,17:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Ceratium tripos,Dinoflagellate,3,150
1284,37,2019/02/01,08:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Ceratium tripos,Dinoflagellate,3,150
1285,43,2019/02/04,08:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Ceratium tripos,Dinoflagellate,1,50
1286,47,2019/02/06,08:20:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Ceratium tripos,Dinoflagellate,2,100
1287,51,2019/02/11,09:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Ceratium tripos,Dinoflagellate,3,150
1288,52,2019/02/11,14:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Ceratium tripos,Dinoflagellate,1,50
1289,63,2019/02/12,08:00:00,Pertunia,Primary sump,,9.84,NA,11.8,NA,20,NA,Ceratium tripos,Dinoflagellate,2,100
1290,64,2019/02/12,08:30:00,Pertunia,Sec Swirler,,8.74,NA,11.6,NA,20,NA,Ceratium tripos,Dinoflagellate,1,50
1291,175,2019/02/17,19:25:00,Pertunia,Amaza 5 settlement,,,NA,NA,NA,20,NA,Ceratium tripos,Dinoflagellate,1,50
1292,193,2019/02/18,02:00:00,Pertunia,After Drumfilter,,8.13,79.6,14.7,NA,20,NA,Ceratium tripos,Dinoflagellate,1,50
1293,207,2019/02/18,14:00:00,Sarah,After Drumfilter,,9.98,96.6,13.8,NA,20,NA,Ceratium tripos,Dinoflagellate,1,50
1294,213,2019/02/18,18:00:00,Pertunia,After Drumfilter,,9.2,89.8,14.8,NA,20,NA,Ceratium tripos,Dinoflagellate,1,50
1295,272,2019/02/21,01:00:00,Pertunia,Primary sump,,9.49,91.4,13,NA,20,NA,Ceratium tripos,Dinoflagellate,1,50
1296,275,2019/02/21,03:00:00,Pertunia,After Drumfilter,,9.43,87.9,12.5,NA,20,NA,Ceratium tripos,Dinoflagellate,1,50
1297,380,2019/02/24,10:37:00,Lorna,Primary sump,,9.06,89.2,13.2,NA,20,NA,Ceratium tripos,Dinoflagellate,1,50
1298,396,2019/02/24,23:00:00,Pertunia,After Drumfilter,,8.7,88.7,16.5,NA,20,NA,Ceratium tripos,Dinoflagellate,2,100
1299,401,2019/02/25,05:00:00,Pertunia,Primary sump,,8.75,84.2,13.7,NA,20,NA,Ceratium tripos,Dinoflagellate,1,50
1301,570,2019/03/04,08:00:00,Pertunia,Primary sump,,9.43,98.9,17.3,NA,20,NA,Ceratium tripos,Dinoflagellate,1,50
1302,573,2019/03/04,13:00:00,Pertunia,After Drumfilter,,7.81,79.8,16.5,NA,20,NA,Ceratium tripos,Dinoflagellate,1,50
1303,575,2019/03/04,17:00:00,Pertunia,After Drumfilter,,8.12,83.9,17.2,NA,20,NA,Ceratium tripos,Dinoflagellate,1,50
1304,996,2019/03/28,10:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Ceratium tripos,Dinoflagellate,1,250
1307,1212,2019/07/01,08:00:00,Lorna,Primary sump,,,NA,13.6,NA,20,NA,Ceratium tripos,Dinoflagellate,2,500
1308,1218,2019/07/18,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Ceratium tripos,Dinoflagellate,2,500
1313,1111,2019/04/02,20:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Chaetoceros debilis,Diatom,3,750
1317,154,2019/02/15,07:43:00,Ruan,Primary sump,,8.37,77.1,10.8,NA,20,NA,Chaetoceros similis,Diatom,5,250
1318,155,2019/02/15,09:54:00,Ruan,Primary sump,,8.85,79.2,10.7,NA,20,NA,Chaetoceros similis,Diatom,3,150
1319,156,2019/02/15,10:01:00,Ruan,After Drumfilter,,8.95,74.1,11.1,NA,20,NA,Chaetoceros similis,Diatom,1,50
1320,1112,2019/04/02,20:00:00,Pertunia,After Drumfilter,,,NA,NA,NA,20,NA,Chaetoceros similis,Diatom,1,250
1327,NA,2017/01/04,08:00,Lorna,Primary sump,Windy,,NA,14.1,5000,20,0.02,Chaetoceros sp.,Diatom,1,10
1335,NA,2017/02/17,08:00,Lorna,Primary sump,Clear,,NA,14.3,5000,20,0.02,Chaetoceros sp.,Diatom,1,10
1473,NA,2018/10/25,14:00,Nuette,Primary sump,,,NA,NA,10000,20,0.002,Chaetoceros sp.,Diatom,167,8350
1474,NA,2018/10/26,08:00,Nuette,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,80,4000
1475,NA,2018/10/29,08:00,Nuette,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,125,6250
1476,NA,2018/10/30,08:00,Nuette,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,808,40400
1478,NA,2018/11/01,08:00,Nuette,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,349,17450
1479,NA,2018/11/02,08:00,Nuette,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,335,16750
1480,NA,2018/11/05,08:00,Pertunia,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,1,50
1481,NA,2018/11/07,08:00,Pertunia,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,1,50
1482,NA,2018/11/12,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,2,100
1483,NA,2018/11/13,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,3,150
1484,NA,2018/11/14,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,2,100
1485,NA,2018/11/15,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,2,100
1486,NA,2018/11/16,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,1,50
1487,NA,2018/11/19,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,2,100
1488,NA,2018/11/20,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,3,150
1489,NA,2018/11/21,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,4,200
1490,NA,2018/11/22,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,4,200
1491,NA,2018/11/26,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,1,50
1492,NA,2018/11/27,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,4,200
1493,NA,2018/11/28,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,2,100
1494,NA,2018/11/29,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,2,100
1495,NA,2018/12/03,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,1,50
1496,NA,2018/12/04,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,1,50
1497,NA,2018/12/05,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,2,100
1498,NA,2018/12/06,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,3,150
1499,NA,2018/12/10,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,1,50
1500,NA,2018/12/11,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,1,50
1501,NA,2018/12/20,10:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,2,100
1502,NA,2018/12/21,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,2,100
1503,NA,2018/12/21,12:50,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,2,100
1504,NA,2018/12/22,15:40,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,2,100
1505,NA,2018/12/23,15:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,1,50
1506,NA,2018/12/24,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,1,50
1507,NA,2018/12/24,12:23,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,2,100
1508,NA,2018/12/25,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,1,50
1509,NA,2018/12/25,13:41,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,1,50
1510,NA,2018/12/28,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,1,50
1511,NA,2018/12/31,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Chaetoceros sp.,Diatom,1,50
1512,1,2019/01/02,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Chaetoceros sp.,Diatom,2,100
1513,2,2019/01/02,16:21:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Chaetoceros sp.,Diatom,6,300
1514,3,2019/01/03,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Chaetoceros sp.,Diatom,3,150
1515,4,2019/01/04,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Chaetoceros sp.,Diatom,1,50
1516,5,2019/01/07,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Chaetoceros sp.,Diatom,5,250
1517,6,2019/01/08,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Chaetoceros sp.,Diatom,9,450
1518,7,2019/01/09,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Chaetoceros sp.,Diatom,1,50
1519,8,2019/01/10,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Chaetoceros sp.,Diatom,7,350
1520,10,2019/01/11,12:24:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Chaetoceros sp.,Diatom,4,200
1521,11,2019/01/14,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Chaetoceros sp.,Diatom,4,200
1522,15,2019/01/18,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Chaetoceros sp.,Diatom,3,150
1523,16,2019/01/21,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Chaetoceros sp.,Diatom,4,200
1524,17,2019/01/22,08:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Chaetoceros sp.,Diatom,24,1200
1525,18,2019/01/23,08:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Chaetoceros sp.,Diatom,69,3450
1526,19,2019/01/24,08:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Chaetoceros sp.,Diatom,45,2250
1527,20,2019/01/24,15:09:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Chaetoceros sp.,Diatom,56,2800
1528,21,2019/01/25,08:16:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Chaetoceros sp.,Diatom,17,850
1529,22,2019/01/25,10:41:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Chaetoceros sp.,Diatom,15,750
1530,23,2019/01/25,12:23:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Chaetoceros sp.,Diatom,19,950
1531,27,2019/01/27,08:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Chaetoceros sp.,Diatom,1,50
1532,31,2019/01/29,08:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Chaetoceros sp.,Diatom,2,100
1533,32,2019/01/30,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Chaetoceros sp.,Diatom,3,150
1534,33,2019/01/30,15:44:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Chaetoceros sp.,Diatom,5,250
1535,34,2019/01/31,08:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Chaetoceros sp.,Diatom,2,100
1536,35,2019/01/31,13:30:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Chaetoceros sp.,Diatom,1,50
1537,36,2019/01/31,17:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Chaetoceros sp.,Diatom,2,100
1538,37,2019/02/01,08:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Chaetoceros sp.,Diatom,2,100
1539,38,2019/02/01,12:58:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Chaetoceros sp.,Diatom,2,100
1540,39,2019/02/02,08:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Chaetoceros sp.,Diatom,5,250
