Sample,Species,Classification,Threat,Cells Counted ,Frames counted,Total Count
250,Lingulodinium polyedra,Dinoflagellate,HAB, 289 ,20,14450
251,Lingulodinium polyedra,Dinoflagellate,HAB, 75 ,20,3750
254,Lingulodinium polyedra,Dinoflagellate,HAB, 4 ,20,200
257,Lingulodinium polyedra,Dinoflagellate,HAB, 2 ,20,100
258,Lingulodinium polyedra,Dinoflagellate,HAB, 121 ,20,6050
260,Lingulodinium polyedra,Dinoflagellate,HAB, 15 ,20,750
263,Lingulodinium polyedra,Dinoflagellate,HAB, 258 ,20,12900
264,Lingulodinium polyedra,Dinoflagellate,HAB, 53 ,20,2650
267,Lingulodinium polyedra,Dinoflagellate,HAB, 342 ,20,17100
268,Lingulodinium polyedra,Dinoflagellate,HAB, 186 ,20,9300
269,Lingulodinium polyedra,Dinoflagellate,HAB, 439 ,20,21950
270,Lingulodinium polyedra,Dinoflagellate,HAB, 220 ,20,11000
271,Lingulodinium polyedra,Dinoflagellate,HAB, 325 ,20,16250
272,Lingulodinium polyedra,Dinoflagellate,HAB, 198 ,20,9900
273,Lingulodinium polyedra,Dinoflagellate,HAB, 421 ,20,21050
274,Lingulodinium polyedra,Dinoflagellate,HAB, 455 ,20,22750
275,Lingulodinium polyedra,Dinoflagellate,HAB, 328 ,20,16400
276,Lingulodinium polyedra,Dinoflagellate,HAB, 281 ,20,14050
298,Lingulodinium polyedra,Dinoflagellate,HAB, 351 ,6,58500
302,Lingulodinium polyedra,Dinoflagellate,HAB, 253 ,20,12650
340,Lingulodinium polyedra,Dinoflagellate,HAB, 31 ,10,3100
342,Lingulodinium polyedra,Dinoflagellate,HAB, 34 ,10,3400
343,Lingulodinium polyedra,Dinoflagellate,HAB, 110 ,10,11000
344,Lingulodinium polyedra,Dinoflagellate,HAB, 60 ,10,6000
345,Lingulodinium polyedra,Dinoflagellate,HAB, 134 ,10,13400
346,Lingulodinium polyedra,Dinoflagellate,HAB, 61 ,10,6100
347,Lingulodinium polyedra,Dinoflagellate,HAB, 110 ,10,11000
348,Lingulodinium polyedra,Dinoflagellate,HAB, 100 ,10,10000
349,Lingulodinium polyedra,Dinoflagellate,HAB, 163 ,10,16300
350,Lingulodinium polyedra,Dinoflagellate,HAB, 47 ,10,4700
351,Lingulodinium polyedra,Dinoflagellate,HAB, 160 ,10,16000
352,Lingulodinium polyedra,Dinoflagellate,HAB, 32 ,10,3200
354,Lingulodinium polyedra,Dinoflagellate,HAB, 433 ,5,86600
355,Lingulodinium polyedra,Dinoflagellate,HAB, 131 ,5,26200
356,Lingulodinium polyedra,Dinoflagellate,HAB, 52 ,5,10400
358,Lingulodinium polyedra,Dinoflagellate,HAB, 43 ,5,8600
359,Lingulodinium polyedra,Dinoflagellate,HAB, 105 ,5,21000
360,Lingulodinium polyedra,Dinoflagellate,HAB, 40 ,5,8000
374,Lingulodinium polyedra,Dinoflagellate,HAB, 159 ,20,7950
378,Lingulodinium polyedra,Dinoflagellate,HAB, 52 ,20,2600
379,Lingulodinium polyedra,Dinoflagellate,HAB, 47 ,20,2350
380,Lingulodinium polyedra,Dinoflagellate,HAB, 81 ,20,4050
382,Lingulodinium polyedra,Dinoflagellate,HAB, 165 ,20,8250
383,Lingulodinium polyedra,Dinoflagellate,HAB, 73 ,20,3650
384,Lingulodinium polyedra,Dinoflagellate,HAB, 160 ,20,8000
385,Lingulodinium polyedra,Dinoflagellate,HAB, 58 ,20,2900
388,Lingulodinium polyedra,Dinoflagellate,HAB, 108 ,20,5400
389,Lingulodinium polyedra,Dinoflagellate,HAB, 512 ,20,25600
390,Lingulodinium polyedra,Dinoflagellate,HAB, 212 ,20,10600
391,Lingulodinium polyedra,Dinoflagellate,HAB, 164 ,20,8200
392,Lingulodinium polyedra,Dinoflagellate,HAB, 110 ,20,5500
393,Lingulodinium polyedra,Dinoflagellate,HAB, 44 ,20,2200
394,Lingulodinium polyedra,Dinoflagellate,HAB, 50 ,20,2500
395,Lingulodinium polyedra,Dinoflagellate,HAB, 6 ,20,300
396,Lingulodinium polyedra,Dinoflagellate,HAB, 6 ,20,300
398,Lingulodinium polyedra,Dinoflagellate,HAB, 78 ,20,3900
399,Lingulodinium polyedra,Dinoflagellate,HAB, 19 ,20,950
400,Lingulodinium polyedra,Dinoflagellate,HAB, 144 ,20,7200
401,Lingulodinium polyedra,Dinoflagellate,HAB, 102 ,20,5100
402,Lingulodinium polyedra,Dinoflagellate,HAB, 200 ,20,10000
403,Lingulodinium polyedra,Dinoflagellate,HAB, 196 ,20,9800
538,Lingulodinium polyedra,Dinoflagellate,HAB, 69 ,10,6900
539,Lingulodinium polyedra,Dinoflagellate,HAB, 153 ,10,15300
570,Lingulodinium polyedra,Dinoflagellate,HAB, 36 ,20,1800
571,Lingulodinium polyedra,Dinoflagellate,HAB, 33 ,20,1650
572,Lingulodinium polyedra,Dinoflagellate,HAB, 34 ,20,1700
573,Lingulodinium polyedra,Dinoflagellate,HAB, 16 ,20,800
574,Lingulodinium polyedra,Dinoflagellate,HAB, 203 ,20,10150
575,Lingulodinium polyedra,Dinoflagellate,HAB, 95 ,20,4750
570,Prorocentrum gracile,Dinoflagellate,, 8 ,20,400
571,Prorocentrum gracile,Dinoflagellate,, 6 ,20,300
572,Prorocentrum gracile,Dinoflagellate,, 11 ,20,550
573,Prorocentrum gracile,Dinoflagellate,, 6 ,20,300
574,Prorocentrum gracile,Dinoflagellate,, 9 ,20,450
575,Prorocentrum gracile,Dinoflagellate,, 5 ,20,250
959,Prorocentrum gracile,Dinoflagellate,,6,20,1500
960,Prorocentrum gracile,Dinoflagellate,,3,20,750
961,Prorocentrum gracile,Dinoflagellate,,13,20,3250
962,Prorocentrum gracile,Dinoflagellate,,10,20,2500
964,Prorocentrum gracile,Dinoflagellate,,8,20,2000
969,Prorocentrum gracile,Dinoflagellate,,3,20,750
971,Prorocentrum gracile,Dinoflagellate,,1,20,250
974,Prorocentrum gracile,Dinoflagellate,,1,20,250
975,Prorocentrum gracile,Dinoflagellate,,2,20,500
976,Prorocentrum gracile,Dinoflagellate,,2,20,500
1024,Prorocentrum gracile,Dinoflagellate,,4,20,1000
1025,Prorocentrum gracile,Dinoflagellate,,4,20,1000
1213,Prorocentrum gracile,Dinoflagellate,,1,20,250
1214,Prorocentrum gracile,Dinoflagellate,,1,20,250
1215,Prorocentrum gracile,Dinoflagellate,,1,20,250
1259,Prorocentrum gracile,Dinoflagellate,,2,150,67
1260,Prorocentrum gracile,Dinoflagellate,,2,150,67
1261,Prorocentrum gracile,Dinoflagellate,,4,200,100
1282,Prorocentrum gracile,Dinoflagellate,,1,150,33
1283,Prorocentrum gracile,Dinoflagellate,,1,100,50
1319,Prorocentrum gracile,Dinoflagellate,,1,47,106
1320,Prorocentrum gracile,Dinoflagellate,,1,33,152
1321,Prorocentrum gracile,Dinoflagellate,,2,47,213
1325,Prorocentrum gracile,Dinoflagellate,,2,47,213
1276,Prorocentrum lima,Dinoflagellate,,1,150,33
1293,Prorocentrum lima,Dinoflagellate,,6,66,455
1294,Prorocentrum lima,Dinoflagellate,,1,49,102
1307,Prorocentrum lima,Dinoflagellate,,1,57,88
175,Prorocentrum micans,Dinoflagellate,, 1 ,20,50
196,Prorocentrum micans,Dinoflagellate,, 1 ,20,50
269,Prorocentrum micans,Dinoflagellate,, 1 ,20,50
271,Prorocentrum micans,Dinoflagellate,, 1 ,20,50
274,Prorocentrum micans,Dinoflagellate,, 1 ,20,50
374,Prorocentrum micans,Dinoflagellate,, 1 ,20,50
380,Prorocentrum micans,Dinoflagellate,, 1 ,20,50
381,Prorocentrum micans,Dinoflagellate,, 4 ,20,200
390,Prorocentrum micans,Dinoflagellate,, 1 ,20,50
391,Prorocentrum micans,Dinoflagellate,, 1 ,20,50
393,Prorocentrum micans,Dinoflagellate,, 2 ,20,100
395,Prorocentrum micans,Dinoflagellate,, 4 ,20,200
398,Prorocentrum micans,Dinoflagellate,, 2 ,20,100
399,Prorocentrum micans,Dinoflagellate,, 1 ,20,50
403,Prorocentrum micans,Dinoflagellate,, 1 ,20,50
538,Prorocentrum micans,Dinoflagellate,, 9 ,10,900
539,Prorocentrum micans,Dinoflagellate,, 22 ,10,2200
570,Prorocentrum micans,Dinoflagellate,, 15 ,20,750
571,Prorocentrum micans,Dinoflagellate,, 24 ,20,1200
572,Prorocentrum micans,Dinoflagellate,, 33 ,20,1650
573,Prorocentrum micans,Dinoflagellate,, 25 ,20,1250
574,Prorocentrum micans,Dinoflagellate,, 31 ,20,1550
575,Prorocentrum micans,Dinoflagellate,, 14 ,20,700
956,Prorocentrum micans,Dinoflagellate,,178,20,44500
957,Prorocentrum micans,Dinoflagellate,,228,20,57000
958,Prorocentrum micans,Dinoflagellate,,126,20,31500
959,Prorocentrum micans,Dinoflagellate,,212,20,53000
960,Prorocentrum micans,Dinoflagellate,,120,20,30000
961,Prorocentrum micans,Dinoflagellate,,177,20,44250
962,Prorocentrum micans,Dinoflagellate,,114,20,28500
963,Prorocentrum micans,Dinoflagellate,,181,20,45250
964,Prorocentrum micans,Dinoflagellate,,136,20,34000
965,Prorocentrum micans,Dinoflagellate,,156,20,39000
966,Prorocentrum micans,Dinoflagellate,,179,20,44750
967,Prorocentrum micans,Dinoflagellate,,159,20,39750
968,Prorocentrum micans,Dinoflagellate,,137,20,34250
969,Prorocentrum micans,Dinoflagellate,,92,20,23000
970,Prorocentrum micans,Dinoflagellate,,48,20,12000
971,Prorocentrum micans,Dinoflagellate,,48,20,12000
972,Prorocentrum micans,Dinoflagellate,,19,20,4750
973,Prorocentrum micans,Dinoflagellate,,70,20,17500
974,Prorocentrum micans,Dinoflagellate,,47,20,11750
975,Prorocentrum micans,Dinoflagellate,,52,20,13000
976,Prorocentrum micans,Dinoflagellate,,50,20,12500
977,Prorocentrum micans,Dinoflagellate,,80,20,20000
978,Prorocentrum micans,Dinoflagellate,,43,20,10750
979,Prorocentrum micans,Dinoflagellate,,40,20,10000
980,Prorocentrum micans,Dinoflagellate,,213,20,53250
981,Prorocentrum micans,Dinoflagellate,,135,20,33750
984,Prorocentrum micans,Dinoflagellate,,483,20,120750
985,Prorocentrum micans,Dinoflagellate,,203,20,50750
986,Prorocentrum micans,Dinoflagellate,,308,20,77000
987,Prorocentrum micans,Dinoflagellate,,187,20,46750
988,Prorocentrum micans,Dinoflagellate,,381,20,95250
989,Prorocentrum micans,Dinoflagellate,,140,20,35000
992,Prorocentrum micans,Dinoflagellate,,280,20,70000
993,Prorocentrum micans,Dinoflagellate,,70,20,17500
994,Prorocentrum micans,Dinoflagellate,,253,20,63250
995,Prorocentrum micans,Dinoflagellate,,153,20,38250
996,Prorocentrum micans,Dinoflagellate,,171,20,42750
997,Prorocentrum micans,Dinoflagellate,,171,20,42750
998,Prorocentrum micans,Dinoflagellate,,178,20,44500
1004,Prorocentrum micans,Dinoflagellate,,68,20,17000
1005,Prorocentrum micans,Dinoflagellate,,519,20,129750
1006,Prorocentrum micans,Dinoflagellate,,496,20,124000
1008,Prorocentrum micans,Dinoflagellate,,370,20,92500
1009,Prorocentrum micans,Dinoflagellate,,17,5,17000
1011,Prorocentrum micans,Dinoflagellate,,79,20,19750
1012,Prorocentrum micans,Dinoflagellate,,111,20,27750
1014,Prorocentrum micans,Dinoflagellate,,95,20,23750
1017,Prorocentrum micans,Dinoflagellate,,86,20,21500
1019,Prorocentrum micans,Dinoflagellate,,102,20,25500
1020,Prorocentrum micans,Dinoflagellate,,455,20,113750
1021,Prorocentrum micans,Dinoflagellate,,121,20,30250
1022,Prorocentrum micans,Dinoflagellate,,529,20,132250
1023,Prorocentrum micans,Dinoflagellate,,4,20,1000
1024,Prorocentrum micans,Dinoflagellate,,232,20,58000
1025,Prorocentrum micans,Dinoflagellate,,51,20,12750
1025,Prorocentrum micans,Dinoflagellate,,208,20,52000
1026,Prorocentrum micans,Dinoflagellate,,122,20,30500
1027,Prorocentrum micans,Dinoflagellate,,168,20,42000
1043,Prorocentrum micans,Dinoflagellate,,2,20,500
1055,Prorocentrum micans,Dinoflagellate,,404,20,101000
1109,Prorocentrum micans,Dinoflagellate,,138,20,34500
1110,Prorocentrum micans,Dinoflagellate,,26,20,6500
1111,Prorocentrum micans,Dinoflagellate,,217,20,54250
1112,Prorocentrum micans,Dinoflagellate,,149,20,37250
1115,Prorocentrum micans,Dinoflagellate,,238,20,59500
1116,Prorocentrum micans,Dinoflagellate,,135,20,33750
1117,Prorocentrum micans,Dinoflagellate,,80,5,80000
1118,Prorocentrum micans,Dinoflagellate,,150,20,37500
1119,Prorocentrum micans,Dinoflagellate,,100,20,25000
1120,Prorocentrum micans,Dinoflagellate,,115,20,28750
1121,Prorocentrum micans,Dinoflagellate,,268,20,67000
1122,Prorocentrum micans,Dinoflagellate,,99,5,99000
1123,Prorocentrum micans,Dinoflagellate,,76,5,76000
1124,Prorocentrum micans,Dinoflagellate,,145,10,72500
1125,Prorocentrum micans,Dinoflagellate,,102,10,51000
1126,Prorocentrum micans,Dinoflagellate,,169,10,84500
1127,Prorocentrum micans,Dinoflagellate,,100,10,50000
1128,Prorocentrum micans,Dinoflagellate,,28,5,28000
1129,Prorocentrum micans,Dinoflagellate,,32,5,32000
1130,Prorocentrum micans,Dinoflagellate,,50,10,25000
1131,Prorocentrum micans,Dinoflagellate,,65,10,32500
1132,Prorocentrum micans,Dinoflagellate,,38,10,19000
1133,Prorocentrum micans,Dinoflagellate,,35,10,17500
1134,Prorocentrum micans,Dinoflagellate,,36,10,18000
1135,Prorocentrum micans,Dinoflagellate,,13,10,6500
1136,Prorocentrum micans,Dinoflagellate,,21,20,5250
1137,Prorocentrum micans,Dinoflagellate,,18,20,4500
1138,Prorocentrum micans,Dinoflagellate,,13,20,3250
1139,Prorocentrum micans,Dinoflagellate,,4,10,2000
1140,Prorocentrum micans,Dinoflagellate,,5,20,1250
1141,Prorocentrum micans,Dinoflagellate,,8,20,2000
1142,Prorocentrum micans,Dinoflagellate,,3,10,1500
1144,Prorocentrum micans,Dinoflagellate,,3,20,750
1145,Prorocentrum micans,Dinoflagellate,,5,10,2500
1146,Prorocentrum micans,Dinoflagellate,,3,10,1500
1146,Prorocentrum micans,Dinoflagellate,,5,10,2500
1147,Prorocentrum micans,Dinoflagellate,,1,20,250
1147,Prorocentrum micans,Dinoflagellate,,2,20,500
1148,Prorocentrum micans,Dinoflagellate,,1,20,250
1149,Prorocentrum micans,Dinoflagellate,,1,20,250
1160,Prorocentrum micans,Dinoflagellate,,2,20,500
1161,Prorocentrum micans,Dinoflagellate,,1,20,250
1186,Prorocentrum micans,Dinoflagellate,,1,20,250
1187,Prorocentrum micans,Dinoflagellate,,3,20,750
1190,Prorocentrum micans,Dinoflagellate,,4,20,1000
1191,Prorocentrum micans,Dinoflagellate,,1,20,250
1193,Prorocentrum micans,Dinoflagellate,,4,20,1000
1195,Prorocentrum micans,Dinoflagellate,,10,20,2500
1197,Prorocentrum micans,Dinoflagellate,,8,20,2000
1200,Prorocentrum micans,Dinoflagellate,,1,125,40
1201,Prorocentrum micans,Dinoflagellate,,2,8,1250
1202,Prorocentrum micans,Dinoflagellate,,2,63,159
1204,Prorocentrum micans,Dinoflagellate,,1,16,313
1210,Prorocentrum micans,Dinoflagellate,,1,20,250
1211,Prorocentrum micans,Dinoflagellate,,1,20,250
1212,Prorocentrum micans,Dinoflagellate,,1,20,250
1219,Prorocentrum micans,Dinoflagellate,,1,20,250
1236,Prorocentrum micans,Dinoflagellate,,2,30,67
1241,Prorocentrum micans,Dinoflagellate,,1,100,10
1250,Prorocentrum micans,Dinoflagellate,,1,150,33
1251,Prorocentrum micans,Dinoflagellate,,7,200,175
1252,Prorocentrum micans,Dinoflagellate,,4,100,200
1253,Prorocentrum micans,Dinoflagellate,,11,150,367
1254,Prorocentrum micans,Dinoflagellate,,2,150,67
1255,Prorocentrum micans,Dinoflagellate,,4,150,133
1256,Prorocentrum micans,Dinoflagellate,,4,100,200
1257,Prorocentrum micans,Dinoflagellate,,13,200,325
1258,Prorocentrum micans,Dinoflagellate,,6,200,150
1259,Prorocentrum micans,Dinoflagellate,,4,150,133
1260,Prorocentrum micans,Dinoflagellate,,9,150,300
1261,Prorocentrum micans,Dinoflagellate,,3,200,75
1262,Prorocentrum micans,Dinoflagellate,,3,150,100
1263,Prorocentrum micans,Dinoflagellate,,3,150,100
1273,Prorocentrum micans,Dinoflagellate,,1,150,33
1277,Prorocentrum micans,Dinoflagellate,,8,37,1081
1279,Prorocentrum micans,Dinoflagellate,,1,100,50
1280,Prorocentrum micans,Dinoflagellate,,2,100,100
1281,Prorocentrum micans,Dinoflagellate,,2,100,100
1283,Prorocentrum micans,Dinoflagellate,,1,100,50
1304,Prorocentrum micans,Dinoflagellate,,1,34,147
1306,Prorocentrum micans,Dinoflagellate,,1,52,96
1307,Prorocentrum micans,Dinoflagellate,,1,57,88
1311,Prorocentrum micans,Dinoflagellate,,1,32,156
1315,Prorocentrum micans,Dinoflagellate,,3,72,208
1317,Prorocentrum micans,Dinoflagellate,,1,53,94
1187,Prorocentrum minimum,Dinoflagellate,,8,20,2000
1188,Prorocentrum minimum,Dinoflagellate,,2,20,500
1190,Prorocentrum minimum,Dinoflagellate,,10,20,2500
1191,Prorocentrum minimum,Dinoflagellate,,8,20,2000
1193,Prorocentrum minimum,Dinoflagellate,,10,20,2500
1195,Prorocentrum minimum,Dinoflagellate,,17,20,4250
1197,Prorocentrum minimum,Dinoflagellate,,10,20,2500
1198,Prorocentrum minimum,Dinoflagellate,,12,20,3000
1200,Prorocentrum minimum,Dinoflagellate,,6,125,240
1201,Prorocentrum minimum,Dinoflagellate,,3,8,1875
1202,Prorocentrum minimum,Dinoflagellate,,54,63,4286
1203,Prorocentrum minimum,Dinoflagellate,,34,45,3778
1204,Prorocentrum minimum,Dinoflagellate,,12,16,3750
1205,Prorocentrum minimum,Dinoflagellate,,22,22,5000
1206,Prorocentrum minimum,Dinoflagellate,,19,19,5000
1207,Prorocentrum minimum,Dinoflagellate,,7,11,3182
1208,Prorocentrum minimum,Dinoflagellate,,5,7,3571
1217,Prorocentrum minimum,Dinoflagellate,,12,20,3000
1219,Prorocentrum minimum,Dinoflagellate,,16,20,4000
1220,Prorocentrum minimum,Dinoflagellate,,3,20,750
1222,Prorocentrum minimum,Dinoflagellate,,1,20,250
1253,Prorocentrum minimum,Dinoflagellate,,3,150,100
1254,Prorocentrum minimum,Dinoflagellate,,14,150,467
1255,Prorocentrum minimum,Dinoflagellate,,8,150,267
1256,Prorocentrum minimum,Dinoflagellate,,8,100,400
1257,Prorocentrum minimum,Dinoflagellate,,12,200,300
1258,Prorocentrum minimum,Dinoflagellate,,14,200,350
1259,Prorocentrum minimum,Dinoflagellate,,14,150,467
1260,Prorocentrum minimum,Dinoflagellate,,4,150,133
1261,Prorocentrum minimum,Dinoflagellate,,7,200,175
1262,Prorocentrum minimum,Dinoflagellate,,5,150,167
1263,Prorocentrum minimum,Dinoflagellate,,8,150,267
1264,Prorocentrum minimum,Dinoflagellate,,4,150,133
1265,Prorocentrum minimum,Dinoflagellate,,8,200,200
1266,Prorocentrum minimum,Dinoflagellate,,9,200,225
1267,Prorocentrum minimum,Dinoflagellate,,7,150,233
1268,Prorocentrum minimum,Dinoflagellate,,4,200,100
1269,Prorocentrum minimum,Dinoflagellate,,2,150,67
1270,Prorocentrum minimum,Dinoflagellate,,9,150,300
1273,Prorocentrum minimum,Dinoflagellate,,3,150,100
1276,Prorocentrum minimum,Dinoflagellate,,3,150,100
1278,Prorocentrum minimum,Dinoflagellate,,6,150,200
1279,Prorocentrum minimum,Dinoflagellate,,1,100,50
1280,Prorocentrum minimum,Dinoflagellate,,3,100,150
1281,Prorocentrum minimum,Dinoflagellate,,6,100,300
1282,Prorocentrum minimum,Dinoflagellate,,5,150,167
1283,Prorocentrum minimum,Dinoflagellate,,1,100,50
1290,Prorocentrum minimum,Dinoflagellate,,2,100,100
1291,Prorocentrum minimum,Dinoflagellate,,3,50,300
1292,Prorocentrum minimum,Dinoflagellate,,1,33,152
1294,Prorocentrum minimum,Dinoflagellate,,5,49,510
1295,Prorocentrum minimum,Dinoflagellate,,4,39,513
1296,Prorocentrum minimum,Dinoflagellate,,1,48,104
1299,Prorocentrum minimum,Dinoflagellate,,1,43,116
1301,Prorocentrum minimum,Dinoflagellate,,4,42,476
1302,Prorocentrum minimum,Dinoflagellate,,2,40,250
1303,Prorocentrum minimum,Dinoflagellate,,3,36,417
1304,Prorocentrum minimum,Dinoflagellate,,2,34,294
1305,Prorocentrum minimum,Dinoflagellate,,3,35,429
1306,Prorocentrum minimum,Dinoflagellate,,1,52,96
1308,Prorocentrum minimum,Dinoflagellate,,4,50,400
1309,Prorocentrum minimum,Dinoflagellate,,1,50,100
1315,Prorocentrum minimum,Dinoflagellate,,2,72,139
1319,Prorocentrum minimum,Dinoflagellate,,2,47,213
1320,Prorocentrum minimum,Dinoflagellate,,1,33,152
1321,Prorocentrum minimum,Dinoflagellate,,4,47,426
1322,Prorocentrum minimum,Dinoflagellate,,2,39,256
1324,Prorocentrum minimum,Dinoflagellate,,1,43,116
1325,Prorocentrum minimum,Dinoflagellate,,2,47,213
1120,Prorocentrum sigmoides,Dinoflagellate,,7,20,1750
1126,Prorocentrum sigmoides,Dinoflagellate,,3,10,1500
1127,Prorocentrum sigmoides,Dinoflagellate,,1,10,500
1137,Prorocentrum sigmoides,Dinoflagellate,,1,20,250
1188,Prorocentrum sigmoides,Dinoflagellate,,1,20,250
1202,Prorocentrum sigmoides,Dinoflagellate,,1,63,79
1203,Prorocentrum sigmoides,Dinoflagellate,,1,45,111
1208,Prorocentrum sigmoides,Dinoflagellate,,1,7,714
1211,Prorocentrum sigmoides,Dinoflagellate,,1,20,250
1213,Prorocentrum sigmoides,Dinoflagellate,,2,20,500
1215,Prorocentrum sigmoides,Dinoflagellate,,1,20,250
1259,Protoceratium reticulatum,Dinoflagellate,,3,150,100
1268,Protoceratium reticulatum,Dinoflagellate,,1,200,25
1324,Protoperidinium bipes,Dinoflagellate,,1,43,116
390,Protoperidinium brevipes,Dinoflagellate,, 1 ,20,50
1278,Protoperidinium brevipes,Dinoflagellate,,1,150,33
1307,Protoperidinium brevis,Dinoflagellate,,1,57,88
1281,Protoperidinium claudicans,Dinoflagellate,,1,100,50
1292,Protoperidinium claudicans,Dinoflagellate,,1,33,152
1305,Protoperidinium claudicans,Dinoflagellate,,1,35,143
1307,Protoperidinium claudicans,Dinoflagellate,,1,57,88
1308,Protoperidinium claudicans,Dinoflagellate,,1,50,100
1315,Protoperidinium claudicans,Dinoflagellate,,1,72,69
1317,Protoperidinium claudicans,Dinoflagellate,,3,53,283
1319,Protoperidinium claudicans,Dinoflagellate,,2,47,213
1325,Protoperidinium claudicans,Dinoflagellate,,1,47,106
1,Protoperidinium conicum,Dinoflagellate,, 2 ,20,100
2,Protoperidinium conicum,Dinoflagellate,, 3 ,20,150
3,Protoperidinium conicum,Dinoflagellate,, 1 ,20,50
4,Protoperidinium conicum,Dinoflagellate,, 3 ,20,150
5,Protoperidinium conicum,Dinoflagellate,, 4 ,20,200
6,Protoperidinium conicum,Dinoflagellate,, 3 ,20,150
7,Protoperidinium conicum,Dinoflagellate,, 1 ,20,50
8,Protoperidinium conicum,Dinoflagellate,, 4 ,20,200
9,Protoperidinium conicum,Dinoflagellate,, 5 ,20,250
10,Protoperidinium conicum,Dinoflagellate,, 2 ,20,100
11,Protoperidinium conicum,Dinoflagellate,, 5 ,20,250
12,Protoperidinium conicum,Dinoflagellate,, 4 ,20,200
13,Protoperidinium conicum,Dinoflagellate,, 7 ,20,350
14,Protoperidinium conicum,Dinoflagellate,, 3 ,20,150
15,Protoperidinium conicum,Dinoflagellate,, 2 ,20,100
16,Protoperidinium conicum,Dinoflagellate,, 2 ,20,100
17,Protoperidinium conicum,Dinoflagellate,, 5 ,20,250
18,Protoperidinium conicum,Dinoflagellate,, 72 ,20,3600
19,Protoperidinium conicum,Dinoflagellate,, 104 ,20,5200
20,Protoperidinium conicum,Dinoflagellate,, 67 ,20,3350
21,Protoperidinium conicum,Dinoflagellate,, 109 ,20,5450
22,Protoperidinium conicum,Dinoflagellate,, 173 ,20,8650
23,Protoperidinium conicum,Dinoflagellate,, 57 ,20,2850
24,Protoperidinium conicum,Dinoflagellate,, 15 ,20,750
25,Protoperidinium conicum,Dinoflagellate,, 1 ,20,50
27,Protoperidinium conicum,Dinoflagellate,, 8 ,20,400
28,Protoperidinium conicum,Dinoflagellate,, 7 ,20,350
29,Protoperidinium conicum,Dinoflagellate,, 3 ,20,150
30,Protoperidinium conicum,Dinoflagellate,, 3 ,20,150
31,Protoperidinium conicum,Dinoflagellate,, 8 ,20,400
32,Protoperidinium conicum,Dinoflagellate,, 10 ,20,500
33,Protoperidinium conicum,Dinoflagellate,, 9 ,20,450
34,Protoperidinium conicum,Dinoflagellate,, 2 ,20,100
35,Protoperidinium conicum,Dinoflagellate,, 3 ,20,150
36,Protoperidinium conicum,Dinoflagellate,, 3 ,20,150
44,Protoperidinium conicum,Dinoflagellate,, 1 ,20,50
50,Protoperidinium conicum,Dinoflagellate,, 1 ,20,50
51,Protoperidinium conicum,Dinoflagellate,, 5 ,20,250
54,Protoperidinium conicum,Dinoflagellate,, 14 ,20,700
63,Protoperidinium conicum,Dinoflagellate,, 20 ,20,1000
154,Protoperidinium conicum,Dinoflagellate,, 3 ,20,150
155,Protoperidinium conicum,Dinoflagellate,, 5 ,20,250
157,Protoperidinium conicum,Dinoflagellate,, 1 ,20,50
160,Protoperidinium conicum,Dinoflagellate,, 1 ,20,50
162,Protoperidinium conicum,Dinoflagellate,, 1 ,20,50
174,Protoperidinium conicum,Dinoflagellate,, 1 ,20,50
202,Protoperidinium conicum,Dinoflagellate,, 9 ,20,450
203,Protoperidinium conicum,Dinoflagellate,, 4 ,20,200
206,Protoperidinium conicum,Dinoflagellate,, 10 ,20,500
207,Protoperidinium conicum,Dinoflagellate,, 12 ,20,600
209,Protoperidinium conicum,Dinoflagellate,, 4 ,20,200
228,Protoperidinium conicum,Dinoflagellate,, 16 ,20,800
229,Protoperidinium conicum,Dinoflagellate,, 6 ,20,300
232,Protoperidinium conicum,Dinoflagellate,, 9 ,20,450
233,Protoperidinium conicum,Dinoflagellate,, 3 ,20,150
234,Protoperidinium conicum,Dinoflagellate,, 4 ,20,200
235,Protoperidinium conicum,Dinoflagellate,, 2 ,20,100
238,Protoperidinium conicum,Dinoflagellate,, 9 ,20,450
239,Protoperidinium conicum,Dinoflagellate,, 3 ,20,150
254,Protoperidinium conicum,Dinoflagellate,, 7 ,20,350
255,Protoperidinium conicum,Dinoflagellate,, 1 ,20,50
256,Protoperidinium conicum,Dinoflagellate,, 7 ,20,350
258,Protoperidinium conicum,Dinoflagellate,, 18 ,20,900
260,Protoperidinium conicum,Dinoflagellate,, 7 ,20,350
340,Protoperidinium conicum,Dinoflagellate,, 183 ,10,18300
342,Protoperidinium conicum,Dinoflagellate,, 87 ,10,8700
343,Protoperidinium conicum,Dinoflagellate,, 21 ,10,2100
344,Protoperidinium conicum,Dinoflagellate,, 38 ,10,3800
345,Protoperidinium conicum,Dinoflagellate,, 41 ,10,4100
346,Protoperidinium conicum,Dinoflagellate,, 29 ,10,2900
347,Protoperidinium conicum,Dinoflagellate,, 38 ,10,3800
348,Protoperidinium conicum,Dinoflagellate,, 7 ,10,700
349,Protoperidinium conicum,Dinoflagellate,, 131 ,10,13100
350,Protoperidinium conicum,Dinoflagellate,, 12 ,10,1200
351,Protoperidinium conicum,Dinoflagellate,, 74 ,10,7400
352,Protoperidinium conicum,Dinoflagellate,, 15 ,10,1500
353,Protoperidinium conicum,Dinoflagellate,, 122 ,5,24400
